id,customer_id,surname,credit_score,geography,gender,age,tenure,balance,num_of_products,has_cr_card,is_active_member,estimated_salary,exited,complain,satisfaction_score,card_type,point_earned,cluster_label,created_at
27,15649503,Miller,586,Spain,Female,22,10,13620788.54,3,0,1,9288477.28,1,0,5,DIAMOND,692,Khách hàng trung thành,2026-07-07 20:40:28.559
28,15630523,Miller,512,Spain,Male,39,7,4750129.43,3,0,0,12017197.02,0,0,1,SILVER,213,Khách hàng trung thành,2026-07-07 20:40:28.559
29,15502747,Garcia,401,Spain,Female,46,3,8004457.86,2,1,1,2047139.13,0,0,2,PLATINUM,139,Khách hàng trung thành,2026-07-07 20:40:28.559
30,15623855,Miller,529,Spain,Male,72,8,9554297.82,4,1,0,12835548.17,0,1,1,GOLD,400,Khách hàng tiềm năng,2026-07-07 20:40:28.559
31,15565725,Williams,619,Germany,Female,20,4,1657826.43,1,1,1,11316630.62,0,0,4,SILVER,323,Nguy cơ rời bỏ cao,2026-07-07 20:40:28.559
32,15629981,Smith,453,France,Male,29,8,10567402.43,2,0,1,6423515.25,0,1,3,PLATINUM,417,Khách hàng tiềm năng,2026-07-07 20:40:28.559
33,15584654,Miller,742,France,Male,43,3,8726716.63,4,1,0,14027601.97,0,0,2,SILVER,448,Khách hàng tiềm năng,2026-07-07 20:40:28.559
34,15567435,Miller,623,France,Male,33,9,16042184.98,1,0,1,14868477.41,0,0,1,GOLD,214,Nguy cơ rời bỏ cao,2026-07-07 20:40:28.559
35,15531551,Johnson,624,France,Male,68,4,19558013.38,2,1,1,3472526.25,0,0,5,PLATINUM,797,Khách hàng tiềm năng,2026-07-07 20:40:28.559
36,15773538,Johnson,784,Spain,Male,54,8,11120100.77,2,0,0,5998814.48,0,1,2,SILVER,422,Nguy cơ rời bỏ cao,2026-07-07 20:40:28.559
37,15503890,Brown,802,France,Male,39,7,6453727.77,3,0,1,13933516.64,0,0,2,GOLD,667,Khách hàng tiềm năng,2026-07-07 20:40:28.559
38,15541606,Jones,525,Germany,Female,74,2,868015.67,1,0,0,10963149.99,0,0,1,DIAMOND,139,Nguy cơ rời bỏ cao,2026-07-07 20:40:28.559
39,15756840,Williams,529,Germany,Female,46,0,18492866.6,1,1,1,1197372.34,1,0,2,GOLD,965,Khách hàng trung thành,2026-07-07 20:40:28.559
40,15641699,Miller,452,France,Female,31,2,18382314.31,4,1,0,11831959.99,1,0,5,DIAMOND,139,Khách hàng tiềm năng,2026-07-07 20:40:28.559
41,15770936,Davis,571,France,Male,45,3,5059803.36,3,1,0,12505142.86,0,0,2,SILVER,958,Khách hàng tiềm năng,2026-07-07 20:40:28.559
42,15739931,Miller,617,Germany,Male,22,1,13908222.46,3,1,1,11382277.91,0,0,5,PLATINUM,848,Khách hàng tiềm năng,2026-07-07 20:40:28.559
43,15739629,Smith,559,Germany,Male,64,0,1508690.94,3,0,1,12093288.4,1,0,1,PLATINUM,388,Khách hàng tiềm năng,2026-07-07 20:40:28.559
44,15705041,Brown,597,Spain,Male,66,6,3324308.64,3,1,1,12464423.81,0,0,3,SILVER,361,Khách hàng trung thành,2026-07-07 20:40:28.559
45,15674073,Jones,815,Germany,Female,47,7,4336182.13,1,1,1,3202872.31,0,0,2,PLATINUM,315,Khách hàng tiềm năng,2026-07-07 20:40:28.559
46,15707624,Davis,646,Spain,Female,63,6,5889878.94,1,0,1,3917530.32,1,0,3,PLATINUM,246,Khách hàng trung thành,2026-07-07 20:40:28.559
47,15568148,Brown,723,Spain,Male,79,4,19916627.5,2,0,0,9689499.17,0,0,5,DIAMOND,435,Khách hàng trung thành,2026-07-07 20:40:28.559
48,15752801,Garcia,838,Spain,Female,69,0,13938501.12,2,0,1,13664058.89,0,1,2,SILVER,267,Khách hàng trung thành,2026-07-07 20:40:28.559
49,15624243,Jones,602,Spain,Female,22,6,7684036.63,3,1,0,5084850.44,0,0,4,GOLD,191,Khách hàng trung thành,2026-07-07 20:40:28.559
50,15751995,Miller,583,Spain,Male,29,6,14742014.12,3,0,0,9030446.8,0,0,3,DIAMOND,452,Nguy cơ rời bỏ cao,2026-07-07 20:40:28.559
51,15654555,Miller,522,France,Female,33,8,18305086.83,3,0,1,10403239.92,0,1,2,SILVER,670,Nguy cơ rời bỏ cao,2026-07-07 20:40:28.559
52,15548555,Jones,800,Germany,Male,43,2,19174048.15,2,0,0,7053254.72,0,0,3,DIAMOND,670,Khách hàng tiềm năng,2026-07-07 20:40:28.559
53,15756508,Miller,654,Spain,Female,43,8,1157277.96,4,1,0,10849845.6,0,1,2,GOLD,915,Nguy cơ rời bỏ cao,2026-07-07 20:40:28.559
54,15779303,Williams,693,Germany,Male,65,0,7890435.97,4,0,0,13545177.96,0,0,1,GOLD,780,Nguy cơ rời bỏ cao,2026-07-07 20:40:28.559
55,15606530,Jones,679,Germany,Male,38,0,2135121.32,2,1,0,9549472.39,0,0,3,SILVER,880,Khách hàng tiềm năng,2026-07-07 20:40:28.559
56,15580077,Brown,724,Spain,Male,56,3,6713201.3,2,1,1,8326825.4,0,0,4,GOLD,462,Khách hàng tiềm năng,2026-07-07 20:40:28.559
57,15798064,Jones,771,France,Male,53,8,3393598.08,2,0,0,6861797.79,1,0,4,DIAMOND,656,Khách hàng tiềm năng,2026-07-07 20:40:28.559
58,15700551,Davis,497,Spain,Female,50,5,12936967.23,2,0,1,8873550.93,0,0,5,GOLD,444,Nguy cơ rời bỏ cao,2026-07-07 20:40:28.559
59,15781601,Miller,597,France,Male,79,10,7765367.68,2,1,1,5652755.55,0,0,2,DIAMOND,792,Nguy cơ rời bỏ cao,2026-07-07 20:40:28.559
60,15708261,Williams,794,Germany,Male,47,2,4587894.91,2,0,0,6176490.6,1,0,3,DIAMOND,269,Khách hàng tiềm năng,2026-07-07 20:40:28.559
61,15740181,Williams,639,France,Male,54,0,5318758.5,3,0,1,8211933.46,0,0,5,GOLD,455,Khách hàng trung thành,2026-07-07 20:40:28.559
62,15671829,Garcia,543,France,Female,40,3,7206901.9,3,1,1,1465977.13,0,0,3,SILVER,290,Khách hàng tiềm năng,2026-07-07 20:40:28.559
63,15771836,Brown,496,France,Male,75,8,5198997.26,3,1,1,3820868.17,0,0,2,PLATINUM,766,Khách hàng trung thành,2026-07-07 20:40:28.559
64,15702283,Johnson,600,Germany,Female,27,2,9064816.94,3,0,0,8371315.0,0,0,4,GOLD,521,Khách hàng trung thành,2026-07-07 20:40:28.559
65,15696769,Johnson,523,Germany,Male,71,8,646319.02,2,1,1,6757158.08,0,0,1,DIAMOND,799,Khách hàng tiềm năng,2026-07-07 20:40:28.559
66,15537065,Jones,586,France,Female,22,6,5595270.14,4,0,1,5325828.9,0,0,4,DIAMOND,106,Khách hàng tiềm năng,2026-07-07 20:40:28.559
67,15723165,Garcia,725,France,Female,53,3,8224134.42,1,0,1,11092962.48,0,0,5,GOLD,232,Khách hàng tiềm năng,2026-07-07 20:40:28.559
68,15599299,Smith,748,Spain,Male,51,2,12055637.64,2,0,0,10558905.31,0,1,1,SILVER,846,Nguy cơ rời bỏ cao,2026-07-07 20:40:28.559
69,15511534,Jones,658,France,Female,69,9,5419152.85,1,1,1,2917596.02,0,0,5,SILVER,656,Khách hàng trung thành,2026-07-07 20:40:28.559
70,15540397,Garcia,547,Spain,Male,48,4,2663702.5,4,0,0,13240122.17,0,0,2,DIAMOND,925,Nguy cơ rời bỏ cao,2026-07-07 20:40:28.559
71,15757750,Brown,651,France,Male,27,4,1524007.59,3,0,0,7683642.58,0,0,1,DIAMOND,860,Nguy cơ rời bỏ cao,2026-07-07 20:40:28.559
72,15763160,Brown,842,Spain,Male,75,2,18810636.54,4,0,0,11251183.21,1,0,5,SILVER,130,Khách hàng tiềm năng,2026-07-07 20:40:28.559
73,15555591,Brown,819,Germany,Female,36,8,8332781.15,2,1,0,8810687.31,0,1,2,PLATINUM,634,Nguy cơ rời bỏ cao,2026-07-07 20:40:28.559
74,15720884,Brown,802,France,Female,75,3,11623252.42,3,1,0,14966542.93,0,0,4,GOLD,525,Khách hàng tiềm năng,2026-07-07 20:40:28.559
75,15523247,Brown,745,France,Male,49,10,18383531.04,2,1,0,11409845.24,0,0,2,DIAMOND,493,Khách hàng trung thành,2026-07-07 20:40:28.559
76,15524300,Garcia,546,France,Male,18,4,1654968.4,3,1,1,10751216.69,0,0,3,DIAMOND,771,Khách hàng tiềm năng,2026-07-07 20:40:28.559
77,15582798,Garcia,547,France,Female,73,3,17533229.72,1,1,0,11789293.12,0,0,2,SILVER,462,Nguy cơ rời bỏ cao,2026-07-07 20:40:28.559
78,15509268,Williams,751,Spain,Male,22,4,11031757.45,1,0,1,2575355.79,0,1,2,GOLD,536,Nguy cơ rời bỏ cao,2026-07-07 20:40:28.559
79,15774329,Davis,598,France,Male,62,6,3296685.22,1,1,1,3465896.6,0,0,3,SILVER,769,Khách hàng tiềm năng,2026-07-07 20:40:28.559
80,15694776,Johnson,707,Germany,Male,21,8,8225102.33,4,1,0,10853929.19,0,1,5,GOLD,650,Khách hàng tiềm năng,2026-07-07 20:40:28.559
81,15717851,Miller,816,Germany,Female,33,6,15552045.67,2,1,1,7662731.56,0,0,5,GOLD,181,Nguy cơ rời bỏ cao,2026-07-07 20:40:28.559
82,15736584,Brown,823,France,Female,41,4,9607401.64,4,0,1,11442211.73,0,0,2,GOLD,455,Khách hàng trung thành,2026-07-07 20:40:28.559
83,15538044,Smith,527,Germany,Female,33,9,19705721.01,1,1,1,1992282.45,0,1,3,DIAMOND,357,Khách hàng trung thành,2026-07-07 20:40:28.559
84,15548984,Miller,438,France,Male,72,9,7534779.4,2,1,1,8278979.6,0,0,3,PLATINUM,817,Khách hàng tiềm năng,2026-07-07 20:40:28.559
85,15764712,Garcia,737,France,Male,19,6,14991566.0,1,0,0,5992912.7,0,1,4,SILVER,688,Khách hàng trung thành,2026-07-07 20:40:28.559
86,15620151,Smith,759,Germany,Male,66,9,7859788.98,4,1,1,7126503.18,1,0,5,PLATINUM,623,Nguy cơ rời bỏ cao,2026-07-07 20:40:28.559
87,15633767,Smith,528,France,Female,45,4,16583284.41,4,0,0,9257389.15,0,0,1,SILVER,394,Khách hàng tiềm năng,2026-07-07 20:40:28.559
88,15624375,Smith,666,Germany,Male,49,2,11381629.38,4,0,1,7783181.04,1,0,5,GOLD,323,Nguy cơ rời bỏ cao,2026-07-07 20:40:28.559
89,15679262,Williams,840,Spain,Male,44,6,1270236.59,1,0,1,8327979.24,1,0,5,DIAMOND,624,Nguy cơ rời bỏ cao,2026-07-07 20:40:28.559
90,15636330,Garcia,833,France,Male,37,10,736437.35,2,0,0,7552183.49,1,0,4,PLATINUM,145,Khách hàng trung thành,2026-07-07 20:40:28.559
91,15664231,Smith,550,Spain,Male,41,10,2677042.38,2,0,1,6429850.07,1,1,1,DIAMOND,766,Khách hàng tiềm năng,2026-07-07 20:40:28.559
92,15513986,Brown,814,Germany,Female,29,1,273439.3,1,1,1,11692288.72,0,1,4,SILVER,212,Khách hàng tiềm năng,2026-07-07 20:40:28.559
93,15561858,Jones,697,Spain,Female,67,8,1507181.21,2,0,1,676944.55,0,1,1,DIAMOND,332,Khách hàng trung thành,2026-07-07 20:40:28.559
94,15629312,Smith,498,Spain,Male,52,9,13834287.94,1,0,0,9177419.17,0,0,2,DIAMOND,116,Nguy cơ rời bỏ cao,2026-07-07 20:40:28.559
95,15512666,Williams,662,Germany,Female,77,9,10686925.5,2,1,1,8699871.04,0,0,1,PLATINUM,459,Nguy cơ rời bỏ cao,2026-07-07 20:40:28.559
96,15634633,Miller,651,Spain,Female,50,0,14998214.99,3,0,0,10884596.58,0,0,4,GOLD,322,Nguy cơ rời bỏ cao,2026-07-07 20:40:28.559
97,15788998,Garcia,543,Spain,Male,50,5,18263315.05,3,1,1,9185925.79,0,0,5,DIAMOND,965,Nguy cơ rời bỏ cao,2026-07-07 20:40:28.559
98,15604488,Davis,745,Germany,Male,78,6,11702990.65,4,1,0,12488583.0,0,0,1,GOLD,799,Khách hàng tiềm năng,2026-07-07 20:40:28.559
99,15683323,Williams,511,Spain,Female,68,7,14522416.88,3,1,0,14406584.52,0,0,1,SILVER,547,Khách hàng tiềm năng,2026-07-07 20:40:28.559
100,15784806,Smith,459,Germany,Male,60,9,15141624.04,3,0,1,5466601.73,1,0,3,DIAMOND,955,Khách hàng trung thành,2026-07-07 20:40:28.559
