id,customer_id,surname,credit_score,geography,gender,age,tenure,balance,num_of_products,has_cr_card,is_active_member,estimated_salary,exited,complain,satisfaction_score,card_type,point_earned,cluster_label,created_at
19,15661507,Muldrow,587,Spain,Male,45,6,0.00,1,0,0,15868481.00,0,0,3,PLATINUM,732,Nguy cơ rời bỏ cao,2026-06-23 13:35:14.507
20,15568982,Hao,726,France,Female,24,6,0.00,2,1,1,5472403.00,0,0,4,GOLD,477,Nguy cơ rời bỏ cao,2026-06-23 13:35:14.507
21,15577657,McDonald,732,France,Male,41,8,0.00,2,1,1,17088616.00,0,0,3,PLATINUM,568,Nguy cơ rời bỏ cao,2026-06-23 13:35:14.507
22,15597945,Dellucci,636,Spain,Female,32,8,0.00,2,1,0,13855546.00,0,0,2,DIAMOND,336,Nguy cơ rời bỏ cao,2026-06-23 13:35:14.507
23,15699309,Gerasimov,510,Spain,Female,38,4,0.00,1,1,0,11891353.00,1,1,2,DIAMOND,887,Nguy cơ rời bỏ cao,2026-06-23 13:35:14.507
24,15725737,Mosman,669,France,Male,46,3,0.00,2,0,1,848775.00,0,0,2,SILVER,665,Nguy cơ rời bỏ cao,2026-06-23 13:35:14.507
25,15625047,Yen,846,France,Female,38,5,0.00,1,1,1,18761616.00,0,0,3,PLATINUM,225,Nguy cơ rời bỏ cao,2026-06-23 13:35:14.507
26,15738191,Maclean,577,France,Male,25,3,0.00,2,0,1,12450829.00,0,0,3,PLATINUM,659,Nguy cơ rời bỏ cao,2026-06-23 13:35:14.507
27,15736816,Young,756,Germany,Male,36,2,13681564.00,1,1,1,17004196.00,0,0,5,DIAMOND,236,Nguy cơ rời bỏ cao,2026-06-23 13:35:14.507
28,15700772,Nebechi,571,France,Male,44,9,0.00,2,0,0,3843335.00,0,0,4,PLATINUM,448,Nguy cơ rời bỏ cao,2026-06-23 13:35:14.507
29,15728693,McWilliams,574,Germany,Female,43,3,14134943.00,1,1,1,10018743.00,0,0,5,DIAMOND,499,Nguy cơ rời bỏ cao,2026-06-23 13:35:14.507
30,15656300,Lucciano,411,France,Male,29,0,5969717.00,2,1,1,5348321.00,0,0,2,GOLD,343,Nguy cơ rời bỏ cao,2026-06-23 13:35:14.507
31,15589475,Azikiwe,591,Spain,Female,39,3,0.00,3,1,0,14046938.00,1,1,3,DIAMOND,298,Nguy cơ rời bỏ cao,2026-06-23 13:35:14.507
32,15706552,Odinakachukwu,533,France,Male,36,7,853117.00,1,0,1,15673191.00,0,0,5,SILVER,628,Nguy cơ rời bỏ cao,2026-06-23 13:35:14.507
33,15750181,Sanderson,553,Germany,Male,41,9,11011254.00,2,0,0,8189881.00,0,0,3,GOLD,611,Nguy cơ rời bỏ cao,2026-06-23 13:35:14.507
34,15659428,Maggard,520,Spain,Female,42,6,0.00,2,1,1,3441055.00,0,0,2,SILVER,922,Nguy cơ rời bỏ cao,2026-06-23 13:35:14.507
35,15732963,Clements,722,Spain,Female,29,9,0.00,2,1,1,14203307.00,0,0,5,PLATINUM,276,Nguy cơ rời bỏ cao,2026-06-23 13:35:14.507
36,15794171,Lombardo,475,France,Female,45,0,13426404.00,1,1,0,2782299.00,1,1,1,DIAMOND,877,Nguy cơ rời bỏ cao,2026-06-23 13:35:14.507
37,15788448,Watson,490,Spain,Male,31,3,14526023.00,1,0,1,11406677.00,0,0,4,SILVER,471,Nguy cơ rời bỏ cao,2026-06-23 13:35:14.507
38,15729599,Lorenzo,804,Spain,Male,33,7,765486.00,1,0,1,9845345.00,0,0,2,GOLD,994,Nguy cơ rời bỏ cao,2026-06-23 13:35:14.507
39,15717426,Armstrong,850,France,Male,36,7,0.00,1,1,1,408129.00,0,0,3,GOLD,944,Nguy cơ rời bỏ cao,2026-06-23 13:35:14.507
40,15585768,Cameron,582,Germany,Male,41,6,7034948.00,2,0,1,17807404.00,0,0,5,GOLD,419,Nguy cơ rời bỏ cao,2026-06-23 13:35:14.507
41,15619360,Hsiao,472,Spain,Male,40,4,0.00,1,1,0,7015422.00,0,0,4,DIAMOND,545,Nguy cơ rời bỏ cao,2026-06-23 13:35:14.507
42,15738148,Clarke,465,France,Female,51,8,12252232.00,1,0,0,18129764.00,1,1,5,SILVER,828,Nguy cơ rời bỏ cao,2026-06-23 13:35:14.507
43,15687946,Osborne,556,France,Female,61,2,11741935.00,1,1,1,9415383.00,0,0,3,PLATINUM,789,Nguy cơ rời bỏ cao,2026-06-23 13:35:14.507
44,15755196,Lavine,834,France,Female,49,2,13139456.00,1,0,0,19436576.00,1,1,2,GOLD,567,Nguy cơ rời bỏ cao,2026-06-23 13:35:14.507
45,15684171,Bianchi,660,Spain,Female,61,5,15593111.00,1,1,1,15833839.00,0,0,1,PLATINUM,884,Nguy cơ rời bỏ cao,2026-06-23 13:35:14.507
46,15754849,Tyler,776,Germany,Female,32,4,10942113.00,2,1,1,12651746.00,0,0,1,SILVER,296,Nguy cơ rời bỏ cao,2026-06-23 13:35:14.507
47,15602280,Martin,829,Germany,Female,27,9,11204567.00,1,1,1,11970821.00,1,1,3,DIAMOND,779,Nguy cơ rời bỏ cao,2026-06-23 13:35:14.507
48,15771573,Okagbue,637,Germany,Female,39,9,1378438.00,1,1,1,1176228.00,1,1,1,SILVER,730,Nguy cơ rời bỏ cao,2026-06-23 13:35:14.507
49,15766205,Yin,550,Germany,Male,38,2,10339138.00,1,0,1,9087813.00,0,0,3,DIAMOND,960,Nguy cơ rời bỏ cao,2026-06-23 13:35:14.507
50,15771873,Buccho,776,Germany,Female,37,2,10376922.00,2,1,0,19409912.00,0,0,1,SILVER,268,Khách hàng trung thành,2026-06-23 13:35:14.507
51,15616550,Chidiebele,698,Germany,Male,44,10,11636337.00,2,1,0,19805916.00,0,0,4,SILVER,829,Khách hàng trung thành,2026-06-23 13:35:14.507
52,15768193,Trevisani,585,Germany,Male,36,5,14605097.00,2,0,0,8642457.00,0,0,3,SILVER,665,Khách hàng trung thành,2026-06-23 13:35:14.507
53,15683553,O'Brien,788,France,Female,33,5,0.00,2,0,0,11697819.00,0,0,3,GOLD,982,Nguy cơ rời bỏ cao,2026-06-23 13:35:14.507
54,15702298,Parkhill,655,Germany,Male,41,8,12556197.00,1,0,0,16404094.00,1,1,3,SILVER,343,Khách hàng trung thành,2026-06-23 13:35:14.507
55,15569590,Yoo,601,Germany,Male,42,1,9849572.00,1,1,0,4001476.00,1,1,2,DIAMOND,225,Nguy cơ rời bỏ cao,2026-06-23 13:35:14.507
56,15760861,Phillipps,619,France,Male,43,1,12521192.00,1,1,1,11341049.00,0,0,5,SILVER,657,Nguy cơ rời bỏ cao,2026-06-23 13:35:14.507
57,15630053,Tsao,656,France,Male,45,5,1278644.00,1,1,0,8710757.00,0,0,2,PLATINUM,221,Khách hàng trung thành,2026-06-23 13:35:14.507
58,15647091,Endrizzi,725,Germany,Male,19,0,758882.00,1,0,0,4561375.00,0,0,2,PLATINUM,406,Khách hàng trung thành,2026-06-23 13:35:14.507
59,15623944,T'ien,511,Spain,Female,66,4,0.00,1,1,0,164311.00,1,1,5,SILVER,549,Nguy cơ rời bỏ cao,2026-06-23 13:35:14.507
60,15804771,Velazquez,614,France,Male,51,4,4068592.00,1,1,1,4677528.00,0,0,4,PLATINUM,954,Nguy cơ rời bỏ cao,2026-06-23 13:35:14.507
61,15651280,Hunter,742,Germany,Male,35,5,136857.00,1,0,0,8450957.00,0,0,4,GOLD,823,Khách hàng trung thành,2026-06-23 13:35:14.507
62,15773469,Clark,687,Germany,Female,27,9,15232888.00,2,0,0,12649482.00,0,0,5,DIAMOND,769,Nguy cơ rời bỏ cao,2026-06-23 13:35:14.507
63,15702014,Jeffrey,555,Spain,Male,33,1,5608469.00,2,0,0,17879812.00,0,0,5,PLATINUM,481,Khách hàng trung thành,2026-06-23 13:35:14.507
64,15751208,Pirozzi,684,Spain,Male,56,8,7870716.00,1,1,1,9939836.00,0,0,4,SILVER,903,Nguy cơ rời bỏ cao,2026-06-23 13:35:14.507
65,15592461,Jackson,603,Germany,Male,26,4,10916637.00,1,1,1,9284067.00,0,0,3,PLATINUM,882,Nguy cơ rời bỏ cao,2026-06-23 13:35:14.507
66,15789484,Hammond,751,Germany,Female,36,6,16983146.00,2,1,1,2775836.00,0,1,5,GOLD,379,Nguy cơ rời bỏ cao,2026-06-23 13:35:14.507
67,15696061,Brownless,581,Germany,Female,34,1,10163304.00,1,1,0,11043151.00,0,1,3,PLATINUM,469,Khách hàng trung thành,2026-06-23 13:35:14.507
68,15641582,Chibugo,735,Germany,Male,43,10,12318001.00,2,1,1,19667328.00,0,1,3,PLATINUM,683,Nguy cơ rời bỏ cao,2026-06-23 13:35:14.507
69,15638424,Glauert,661,Germany,Female,35,5,15072553.00,2,0,1,11365685.00,0,1,1,GOLD,770,Nguy cơ rời bỏ cao,2026-06-23 13:35:14.507
70,15755648,Pisano,675,France,Female,21,8,9837326.00,1,1,0,18203.00,0,0,5,SILVER,985,Nguy cơ rời bỏ cao,2026-06-23 13:35:14.507
71,15703793,Konovalova,738,Germany,Male,58,2,13374544.00,4,1,0,2837386.00,1,1,4,GOLD,725,Nguy cơ rời bỏ cao,2026-06-23 13:35:14.507
72,15620344,McKee,813,France,Male,29,6,0.00,1,1,0,3395387.00,0,0,3,PLATINUM,259,Khách hàng trung thành,2026-06-23 13:35:14.507
73,15812518,Palermo,657,Spain,Female,37,0,16360718.00,1,0,1,4420355.00,0,0,2,GOLD,979,Nguy cơ rời bỏ cao,2026-06-23 13:35:14.507
74,15779052,Ballard,604,Germany,Female,25,5,15778084.00,2,1,1,5842681.00,0,0,2,SILVER,988,Nguy cơ rời bỏ cao,2026-06-23 13:35:14.507
75,15770811,Wallace,519,France,Male,36,9,0.00,2,0,1,1455624.00,0,0,2,PLATINUM,833,Nguy cơ rời bỏ cao,2026-06-23 13:35:14.507
76,15780961,Cavenagh,735,France,Female,21,1,17871820.00,2,1,0,22388.00,0,0,1,PLATINUM,527,Khách hàng trung thành,2026-06-23 13:35:14.507
77,15614049,Hu,664,France,Male,55,8,0.00,2,1,1,13916164.00,0,0,5,SILVER,220,Nguy cơ rời bỏ cao,2026-06-23 13:35:14.507
78,15662085,Read,678,France,Female,32,9,0.00,1,1,1,14821064.00,0,0,4,GOLD,983,Nguy cơ rời bỏ cao,2026-06-23 13:35:14.507
79,15575185,Bushell,757,Spain,Male,33,5,7725322.00,1,0,1,19423964.00,0,0,3,SILVER,582,Nguy cơ rời bỏ cao,2026-06-23 13:35:14.507
80,15803136,Postle,416,Germany,Female,41,10,12218966.00,2,1,0,9830161.00,0,0,3,SILVER,281,Khách hàng trung thành,2026-06-23 13:35:14.507
81,15706021,Buley,665,France,Female,34,1,9664554.00,2,0,0,17141366.00,0,0,3,DIAMOND,798,Nguy cơ rời bỏ cao,2026-06-23 13:35:14.507
82,15663706,Leonard,777,France,Female,32,2,0.00,1,1,0,13645819.00,1,1,5,SILVER,917,Nguy cơ rời bỏ cao,2026-06-23 13:35:14.507
83,15641732,Mills,543,France,Female,36,3,0.00,2,0,0,2601959.00,0,0,2,DIAMOND,255,Nguy cơ rời bỏ cao,2026-06-23 13:35:14.507
84,15701164,Onyeorulu,506,France,Female,34,4,9030762.00,1,1,1,15923529.00,0,0,4,SILVER,511,Nguy cơ rời bỏ cao,2026-06-23 13:35:14.507
85,15738751,Beit,493,France,Female,46,4,0.00,2,1,0,190766.00,0,0,1,SILVER,498,Nguy cơ rời bỏ cao,2026-06-23 13:35:14.507
86,15805254,Ndukaku,652,Spain,Female,75,10,0.00,2,1,1,11467575.00,0,0,5,DIAMOND,651,Nguy cơ rời bỏ cao,2026-06-23 13:35:14.507
87,15762418,Gant,750,Spain,Male,22,3,12168182.00,1,1,0,12864335.00,1,1,2,SILVER,852,Nguy cơ rời bỏ cao,2026-06-23 13:35:14.507
88,15625759,Rowley,729,France,Male,30,9,0.00,2,1,0,15186935.00,0,0,1,DIAMOND,807,Nguy cơ rời bỏ cao,2026-06-23 13:35:14.507
89,15622897,Sharpe,646,France,Female,46,4,0.00,3,1,0,9325142.00,1,1,3,PLATINUM,470,Khách hàng trung thành,2026-06-23 13:35:14.507
90,15767954,Osborne,635,Germany,Female,28,3,8162367.00,2,1,1,15679136.00,0,0,1,DIAMOND,659,Nguy cơ rời bỏ cao,2026-06-23 13:35:14.507
91,15757535,Heap,647,Spain,Female,44,5,0.00,3,1,1,17420522.00,1,1,3,DIAMOND,752,Nguy cơ rời bỏ cao,2026-06-23 13:35:14.507
92,15731511,Ritchie,808,France,Male,45,7,11862655.00,2,1,0,14713246.00,0,0,1,SILVER,559,Khách hàng trung thành,2026-06-23 13:35:14.507
93,15809248,Cole,524,France,Female,36,10,0.00,2,1,0,10961457.00,0,0,2,GOLD,375,Nguy cơ rời bỏ cao,2026-06-23 13:35:14.507
94,15640635,Capon,769,France,Male,29,8,0.00,2,1,1,17229060.00,0,0,2,DIAMOND,411,Nguy cơ rời bỏ cao,2026-06-23 13:35:14.507
95,15676966,Capon,730,Spain,Male,42,4,0.00,2,0,1,8598247.00,0,0,4,DIAMOND,722,Nguy cơ rời bỏ cao,2026-06-23 13:35:14.507
96,15699461,Fiorentini,515,Spain,Male,35,10,17627396.00,1,0,1,12127778.00,0,0,1,GOLD,231,Nguy cơ rời bỏ cao,2026-06-23 13:35:14.507
97,15738721,Graham,773,Spain,Male,41,9,10282744.00,1,0,1,6459525.00,0,0,5,DIAMOND,488,Nguy cơ rời bỏ cao,2026-06-23 13:35:14.507
98,15693683,Yuille,814,Germany,Male,29,8,970864.00,2,1,1,19727612.00,0,0,2,GOLD,965,Nguy cơ rời bỏ cao,2026-06-23 13:35:14.507
99,15604348,Allard,710,Spain,Male,22,8,0.00,2,0,0,9964504.00,0,0,4,SILVER,289,Nguy cơ rời bỏ cao,2026-06-23 13:35:14.507
100,15633059,Fanucci,413,France,Male,34,9,0.00,2,0,0,653418.00,0,0,1,PLATINUM,449,Nguy cơ rời bỏ cao,2026-06-23 13:35:14.507
101,15808582,Fu,665,France,Female,40,6,0.00,1,1,1,16184803.00,0,0,2,SILVER,651,Nguy cơ rời bỏ cao,2026-06-23 13:35:14.507
102,15743192,Hung,623,France,Female,44,6,0.00,2,0,0,16716243.00,0,0,2,DIAMOND,520,Nguy cơ rời bỏ cao,2026-06-23 13:35:14.507
103,15580146,Hung,738,France,Male,31,9,8267415.00,1,1,0,4197072.00,0,0,4,DIAMOND,234,Nguy cơ rời bỏ cao,2026-06-23 13:35:14.507
104,15776605,Bradley,528,Spain,Male,36,7,0.00,2,1,0,6053656.00,0,0,5,SILVER,458,Nguy cơ rời bỏ cao,2026-06-23 13:35:14.507
105,15804919,Dunbabin,670,Spain,Female,65,1,0.00,1,1,1,17765568.00,1,1,2,GOLD,915,Nguy cơ rời bỏ cao,2026-06-23 13:35:14.507
106,15613854,Mauldon,622,Spain,Female,46,4,10707327.00,2,1,1,3098459.00,1,1,3,GOLD,299,Nguy cơ rời bỏ cao,2026-06-23 13:35:14.507
107,15599195,Stiger,582,Germany,Male,32,1,8893862.00,1,1,1,1005453.00,0,0,4,GOLD,838,Nguy cơ rời bỏ cao,2026-06-23 13:35:14.507
108,15812878,Parsons,785,Germany,Female,36,2,9980685.00,1,0,1,3697652.00,0,0,5,PLATINUM,786,Nguy cơ rời bỏ cao,2026-06-23 13:35:14.507
109,15602312,Walkom,605,Spain,Male,33,5,1500928.00,1,0,0,7186279.00,0,0,3,DIAMOND,509,Nguy cơ rời bỏ cao,2026-06-23 13:35:14.507
110,15744689,T'ang,479,Germany,Male,35,9,9283389.00,1,1,0,9944986.00,1,1,3,DIAMOND,328,Nguy cơ rời bỏ cao,2026-06-23 13:35:14.507
111,15803526,Eremenko,685,Germany,Male,30,3,9053681.00,1,0,1,6308288.00,0,0,4,SILVER,347,Nguy cơ rời bỏ cao,2026-06-23 13:35:14.507
112,15665790,Rowntree,538,Germany,Male,39,7,1080551.00,2,1,0,2723126.00,0,0,5,SILVER,534,Khách hàng trung thành,2026-06-23 13:35:14.507
113,15715951,Thorpe,562,France,Male,42,2,10023835.00,1,0,0,8679741.00,0,0,5,PLATINUM,709,Khách hàng trung thành,2026-06-23 13:35:14.507
114,15591100,Chiemela,675,Spain,Male,36,9,10619055.00,1,0,1,2299432.00,0,0,4,SILVER,749,Nguy cơ rời bỏ cao,2026-06-23 13:35:14.507
115,15609618,Fanucci,721,Germany,Male,28,9,15447554.00,2,0,1,10130094.00,1,1,5,PLATINUM,541,Nguy cơ rời bỏ cao,2026-06-23 13:35:14.507
116,15675522,Ko,628,Germany,Female,30,9,13235129.00,2,1,1,7416913.00,0,0,2,GOLD,736,Nguy cơ rời bỏ cao,2026-06-23 13:35:14.507
117,15705512,Welch,668,Germany,Female,37,6,1678644.00,1,1,0,11563829.00,0,0,4,SILVER,529,Khách hàng trung thành,2026-06-23 13:35:14.507
118,15698028,Duncan,506,France,Female,41,1,0.00,2,1,0,317663.00,0,0,4,GOLD,594,Nguy cơ rời bỏ cao,2026-06-23 13:35:14.507
119,15661670,Chidozie,524,Germany,Female,31,8,10781863.00,1,1,0,19972540.00,1,1,1,SILVER,462,Khách hàng trung thành,2026-06-23 13:35:14.507
120,15600781,Wu,699,Germany,Male,34,4,18517380.00,2,1,0,12083448.00,0,0,3,PLATINUM,429,Khách hàng trung thành,2026-06-23 13:35:14.507
121,15682472,Culbreth,828,France,Male,34,8,12943334.00,2,0,0,3813177.00,0,0,4,SILVER,370,Khách hàng trung thành,2026-06-23 13:35:14.507
122,15580203,Kennedy,674,Spain,Male,39,6,12019342.00,1,0,0,10013095.00,0,0,1,PLATINUM,510,Khách hàng trung thành,2026-06-23 13:35:14.507
123,15690673,Cameron,656,France,Female,39,6,0.00,2,1,0,14106988.00,0,0,4,DIAMOND,638,Nguy cơ rời bỏ cao,2026-06-23 13:35:14.507
124,15760085,Calabresi,684,Germany,Female,48,10,12638442.00,1,1,1,19812936.00,0,0,1,GOLD,462,Nguy cơ rời bỏ cao,2026-06-23 13:35:14.507
125,15779659,Zetticci,625,France,Female,28,3,0.00,1,0,0,18364640.00,0,0,4,GOLD,718,Nguy cơ rời bỏ cao,2026-06-23 13:35:14.507
126,15627360,Fuller,432,France,Male,42,9,15260345.00,1,1,0,11026524.00,1,1,3,DIAMOND,437,Nguy cơ rời bỏ cao,2026-06-23 13:35:14.507
127,15671137,MacDonald,549,France,Female,52,1,0.00,1,0,1,863605.00,1,1,4,DIAMOND,485,Nguy cơ rời bỏ cao,2026-06-23 13:35:14.507
128,15782688,Piccio,625,Germany,Male,56,0,14850724.00,1,1,0,4682408.00,1,1,3,PLATINUM,410,Khách hàng trung thành,2026-06-23 13:35:14.507
129,15575492,Kennedy,828,France,Female,41,7,0.00,2,1,0,17137876.00,0,0,2,PLATINUM,666,Nguy cơ rời bỏ cao,2026-06-23 13:35:14.507
130,15591607,Fernie,770,France,Male,24,9,10182707.00,1,1,0,16725635.00,0,0,4,GOLD,730,Nguy cơ rời bỏ cao,2026-06-23 13:35:14.507
131,15740404,He,758,France,Female,34,3,0.00,2,1,1,12422616.00,0,0,2,PLATINUM,375,Nguy cơ rời bỏ cao,2026-06-23 13:35:14.507
132,15718369,Kaodilinakachukwu,795,Germany,Female,33,9,13086243.00,1,1,1,11493521.00,0,0,5,GOLD,411,Nguy cơ rời bỏ cao,2026-06-23 13:35:14.507
133,15677871,Cocci,687,France,Male,38,9,12257087.00,1,1,1,3560888.00,0,0,4,DIAMOND,595,Nguy cơ rời bỏ cao,2026-06-23 13:35:14.507
134,15642004,Alekseeva,686,France,Male,25,1,0.00,2,0,1,1645937.00,0,0,1,DIAMOND,578,Nguy cơ rời bỏ cao,2026-06-23 13:35:14.507
135,15712543,Chinweike,789,Germany,Male,39,7,12482846.00,2,1,1,12441108.00,0,0,2,PLATINUM,377,Nguy cơ rời bỏ cao,2026-06-23 13:35:14.507
136,15584518,Arthur,589,Germany,Female,50,5,14489505.00,2,1,1,3494123.00,0,0,2,GOLD,831,Nguy cơ rời bỏ cao,2026-06-23 13:35:14.507
137,15802381,Li,461,Germany,Female,34,5,6366393.00,1,0,1,16778428.00,0,0,1,SILVER,497,Nguy cơ rời bỏ cao,2026-06-23 13:35:14.507
138,15610156,Ma,637,France,Male,40,2,1334631.00,1,0,1,9316534.00,0,0,1,PLATINUM,374,Nguy cơ rời bỏ cao,2026-06-23 13:35:14.507
139,15594408,Chia,584,Spain,Female,48,2,2131462.00,1,1,0,7516125.00,1,0,4,DIAMOND,814,Nguy cơ rời bỏ cao,2026-06-23 13:35:14.507
140,15640905,Vasin,579,Spain,Female,35,1,12949036.00,2,0,1,859083.00,1,1,4,GOLD,247,Nguy cơ rời bỏ cao,2026-06-23 13:35:14.507
141,15698932,Groves,756,Germany,Male,44,10,13745209.00,1,1,0,1895439.00,0,0,5,PLATINUM,965,Khách hàng trung thành,2026-06-23 13:35:14.507
142,15724944,Tien,663,France,Male,34,7,0.00,2,1,1,18042724.00,0,0,3,SILVER,912,Nguy cơ rời bỏ cao,2026-06-23 13:35:14.507
143,15628145,Forwood,682,France,Female,43,5,12585193.00,1,1,1,19331832.00,0,0,4,GOLD,462,Nguy cơ rời bỏ cao,2026-06-23 13:35:14.507
144,15713483,Greeves,793,Spain,Male,52,2,0.00,1,1,0,15912382.00,1,1,5,GOLD,883,Nguy cơ rời bỏ cao,2026-06-23 13:35:14.507
145,15612350,Taylor,691,France,Female,31,5,4091555.00,1,1,0,12621384.00,1,0,2,SILVER,402,Khách hàng trung thành,2026-06-23 13:35:14.507
146,15800703,Madukwe,485,Spain,Female,21,5,11315722.00,1,1,1,541415.00,0,0,4,GOLD,764,Nguy cơ rời bỏ cao,2026-06-23 13:35:14.507
147,15705707,Bennelong,635,Spain,Female,29,8,13829694.00,2,1,0,14107551.00,0,0,1,PLATINUM,608,Khách hàng trung thành,2026-06-23 13:35:14.507
148,15754105,Olisanugo,650,France,Male,37,5,10696718.00,1,0,0,2449503.00,0,0,5,PLATINUM,652,Khách hàng trung thành,2026-06-23 13:35:14.507
149,15703264,Chukwufumnanya,735,France,Male,44,9,12068163.00,1,1,0,7483634.00,0,0,2,SILVER,520,Khách hàng trung thành,2026-06-23 13:35:14.507
150,15794413,Harris,416,France,Male,32,0,0.00,2,0,1,87887.00,0,0,5,GOLD,884,Nguy cơ rời bỏ cao,2026-06-23 13:35:14.507
151,15650237,Morgan,754,Spain,Female,32,7,0.00,2,1,0,8952075.00,0,0,1,SILVER,800,Nguy cơ rời bỏ cao,2026-06-23 13:35:14.507
152,15759618,Alexeeva,535,France,Female,48,9,0.00,1,1,0,14989279.00,1,1,4,GOLD,697,Nguy cơ rời bỏ cao,2026-06-23 13:35:14.507
153,15811589,Metcalfe,716,Spain,Male,42,8,0.00,2,1,0,18080042.00,0,0,2,SILVER,427,Nguy cơ rời bỏ cao,2026-06-23 13:35:14.507
154,15689044,Humphries,539,France,Male,37,2,12760959.00,1,1,0,9864622.00,0,0,1,DIAMOND,620,Nguy cơ rời bỏ cao,2026-06-23 13:35:14.507
155,15709368,Milne,614,France,Female,43,6,0.00,2,1,1,10904153.00,0,0,1,PLATINUM,318,Nguy cơ rời bỏ cao,2026-06-23 13:35:14.507
156,15679145,Chou,706,Spain,Male,57,7,0.00,1,1,0,1794116.00,1,1,1,GOLD,701,Nguy cơ rời bỏ cao,2026-06-23 13:35:14.507
157,15655007,Li,758,France,Female,33,7,0.00,2,0,0,8299647.00,0,0,4,PLATINUM,953,Nguy cơ rời bỏ cao,2026-06-23 13:35:14.507
158,15623595,Clayton,586,Spain,Female,28,2,0.00,2,1,1,9206735.00,0,0,5,PLATINUM,635,Nguy cơ rời bỏ cao,2026-06-23 13:35:14.507
159,15589975,Maclean,646,France,Female,73,6,9725925.00,1,0,1,10471966.00,0,0,1,PLATINUM,250,Nguy cơ rời bỏ cao,2026-06-23 13:35:14.507
160,15804017,Chigolum,631,Germany,Female,33,4,1232467.00,1,0,0,11268757.00,0,0,3,SILVER,662,Khách hàng trung thành,2026-06-23 13:35:14.507
161,15692132,Wilkinson,717,Spain,Female,22,6,10106025.00,1,0,1,8469956.00,0,0,2,GOLD,666,Nguy cơ rời bỏ cao,2026-06-23 13:35:14.507
162,15641122,Wei,684,France,Male,30,2,0.00,2,1,0,8347382.00,0,0,4,DIAMOND,699,Nguy cơ rời bỏ cao,2026-06-23 13:35:14.507
163,15630910,Treacy,800,France,Female,49,7,10800736.00,1,0,0,4712511.00,0,0,3,PLATINUM,855,Khách hàng trung thành,2026-06-23 13:35:14.507
